Timestamp | Step | Train Loss | Validation Loss
2025-04-22 23:34:14 | 3180 | 0.053234 | 0.070782
2025-04-22 23:34:18 | 3190 | 0.090594 | 0.070782
2025-04-22 23:34:21 | 3200 | 0.056893 | 0.070782
2025-04-22 23:34:25 | 3210 | 0.069862 | 0.070782
2025-04-22 23:34:29 | 3220 | 0.066517 | 0.070782
2025-04-22 23:34:32 | 3230 | 0.043218 | 0.070782
2025-04-22 23:34:36 | 3240 | 0.146689 | 0.070782
2025-04-22 23:36:18 | 3250 | 0.066597 | 0.058386
2025-04-22 23:36:21 | 3260 | 0.059179 | 0.058386
2025-04-22 23:36:25 | 3270 | 0.030001 | 0.058386
2025-04-22 23:36:29 | 3280 | 0.080638 | 0.058386
2025-04-22 23:36:32 | 3290 | 0.033035 | 0.058386
2025-04-22 23:36:36 | 3300 | 0.048896 | 0.058386
2025-04-22 23:36:39 | 3310 | 0.039468 | 0.058386
2025-04-22 23:36:43 | 3320 | 0.061755 | 0.058386
2025-04-22 23:36:47 | 3330 | 0.050029 | 0.058386
2025-04-22 23:36:50 | 3340 | 0.039718 | 0.058386
2025-04-22 23:36:54 | 3350 | 0.066086 | 0.058386
2025-04-22 23:36:58 | 3360 | 0.061014 | 0.058386
2025-04-22 23:37:01 | 3370 | 0.078730 | 0.058386
2025-04-22 23:37:05 | 3380 | 0.047582 | 0.058386
2025-04-22 23:37:08 | 3390 | 0.084295 | 0.058386
2025-04-22 23:37:12 | 3400 | 0.067218 | 0.058386
2025-04-22 23:37:16 | 3410 | 0.070769 | 0.058386
2025-04-22 23:37:19 | 3420 | 0.059075 | 0.058386
2025-04-22 23:37:23 | 3430 | 0.041331 | 0.058386
2025-04-22 23:37:26 | 3440 | 0.044031 | 0.058386
2025-04-22 23:37:30 | 3450 | 0.087992 | 0.058386
2025-04-22 23:37:33 | 3460 | 0.053633 | 0.058386
2025-04-22 23:37:37 | 3470 | 0.058682 | 0.058386
2025-04-22 23:37:41 | 3480 | 0.051458 | 0.058386
2025-04-22 23:37:44 | 3490 | 0.058861 | 0.058386
2025-04-22 23:37:48 | 3500 | 0.073398 | 0.058386
2025-04-22 23:39:06 | 3510 | 0.086860 | 0.058386
2025-04-22 23:39:09 | 3520 | 0.074992 | 0.058386
2025-04-22 23:39:13 | 3530 | 0.068951 | 0.058386
2025-04-22 23:39:17 | 3540 | 0.062562 | 0.058386
2025-04-22 23:39:20 | 3550 | 0.058464 | 0.058386
2025-04-22 23:39:24 | 3560 | 0.064877 | 0.058386
2025-04-22 23:39:27 | 3570 | 0.051680 | 0.058386
2025-04-22 23:39:31 | 3580 | 0.077594 | 0.058386
2025-04-22 23:39:35 | 3590 | 0.092207 | 0.058386
2025-04-22 23:39:38 | 3600 | 0.029985 | 0.058386
2025-04-22 23:40:52 | 3610 | 0.072685 | 0.038490
2025-04-22 23:40:56 | 3620 | 0.033047 | 0.038490
2025-04-22 23:41:00 | 3630 | 0.038031 | 0.038490
2025-04-22 23:41:03 | 3640 | 0.018929 | 0.038490
2025-04-22 23:41:07 | 3650 | 0.040008 | 0.038490
2025-04-22 23:41:10 | 3660 | 0.024837 | 0.038490
2025-04-22 23:41:14 | 3670 | 0.031441 | 0.038490
2025-04-22 23:41:18 | 3680 | 0.029754 | 0.038490
2025-04-22 23:41:21 | 3690 | 0.024998 | 0.038490
2025-04-22 23:41:25 | 3700 | 0.022756 | 0.038490
2025-04-22 23:41:29 | 3710 | 0.073927 | 0.038490
2025-04-22 23:41:32 | 3720 | 0.055390 | 0.038490
2025-04-22 23:41:36 | 3730 | 0.038789 | 0.038490
2025-04-22 23:41:39 | 3740 | 0.053169 | 0.038490
2025-04-22 23:41:43 | 3750 | 0.026335 | 0.038490
2025-04-22 23:41:47 | 3760 | 0.028931 | 0.038490
2025-04-22 23:41:50 | 3770 | 0.040952 | 0.038490
2025-04-22 23:41:54 | 3780 | 0.043383 | 0.038490
2025-04-22 23:41:57 | 3790 | 0.037532 | 0.038490
2025-04-22 23:42:01 | 3800 | 0.016368 | 0.038490
2025-04-22 23:42:05 | 3810 | 0.058671 | 0.038490
2025-04-22 23:42:08 | 3820 | 0.039141 | 0.038490
2025-04-22 23:42:12 | 3830 | 0.026433 | 0.038490
2025-04-22 23:42:15 | 3840 | 0.041869 | 0.038490
2025-04-22 23:42:19 | 3850 | 0.013027 | 0.038490
2025-04-22 23:42:22 | 3860 | 0.034490 | 0.038490
2025-04-22 23:42:26 | 3870 | 0.046502 | 0.038490
2025-04-22 23:42:30 | 3880 | 0.023694 | 0.038490
2025-04-22 23:42:33 | 3890 | 0.029947 | 0.038490
2025-04-22 23:42:37 | 3900 | 0.036264 | 0.038490
2025-04-22 23:42:40 | 3910 | 0.043370 | 0.038490
2025-04-22 23:42:44 | 3920 | 0.041224 | 0.038490
2025-04-22 23:42:48 | 3930 | 0.029978 | 0.038490
2025-04-22 23:42:51 | 3940 | 0.022672 | 0.038490
2025-04-22 23:42:55 | 3950 | 0.025247 | 0.038490
2025-04-22 23:42:58 | 3960 | 0.037045 | 0.038490
2025-04-22 23:44:16 | 3970 | 0.023415 | 0.017504
2025-04-22 23:44:19 | 3980 | 0.012396 | 0.017504
2025-04-22 23:44:23 | 3990 | 0.007724 | 0.017504
2025-04-22 23:44:27 | 4000 | 0.008749 | 0.017504
